file,dontrun_n,donttest_n,examples_block
morie_iv_wald.Rd,0,0,0
morie_jackknife_estimate.Rd,0,0,1
morie_johansen_cointegration.Rd,0,0,1
morie_kalman_filter.Rd,0,0,1
morie_kendall_tau.Rd,0,0,1
morie_kendall_tau_partial.Rd,0,0,1
morie_kmeans_clustering.Rd,0,0,1
morie_kruskal_wallis_test.Rd,0,0,1
morie_ksr01_kosorok_empirical_process.Rd,0,0,1
morie_ksr02_kosorok_donsker_class.Rd,0,0,1
morie_ksr03_kosorok_glivenko_cantelli.Rd,0,0,1
morie_ksr04_kosorok_vc_dimension.Rd,0,0,1
morie_ksr05_kosorok_bracketing_number.Rd,0,0,1
morie_ksr06_kosorok_maximal_inequality.Rd,0,0,1
morie_ksr07_kosorok_bootstrap_empirical.Rd,0,0,1
morie_ksr08_kosorok_multiplier_bootstrap.Rd,0,0,1
morie_ksr09_kosorok_z_estimator.Rd,0,0,1
morie_ksr10_kosorok_m_estimator.Rd,0,0,1
morie_ksr11_kosorok_efficient_score.Rd,0,0,1
morie_ksr12_kosorok_information_bound.Rd,0,0,1
morie_ksr13_kosorok_tangent_space.Rd,0,0,1
morie_ksr14_kosorok_profile_likelihood.Rd,0,0,1
morie_ksr15_kosorok_one_step_estimator.Rd,0,0,1
morie_ksr16_kosorok_influence_function.Rd,0,0,1
morie_ksr17_kosorok_counting_process.Rd,0,0,1
morie_ksr18_kosorok_nelson_aalen.Rd,0,0,1
morie_ksr19_kosorok_cox_partial_likelihood.Rd,0,0,1
morie_ksr20_kosorok_censoring_survival.Rd,0,0,1
morie_laniyonu_actuarial_risk_disparity.Rd,0,0,0
morie_laniyonu_gentrification_policing.Rd,0,0,0
morie_laniyonu_smi_force_disparity.Rd,0,0,0
morie_learning_curve.Rd,0,0,1
morie_levene_test.Rd,0,0,1
morie_license_metadata.Rd,0,0,1
morie_linear_regression_ols.Rd,0,0,1
morie_list_datasets.Rd,0,0,1
morie_list_morie_modules.Rd,0,0,1
morie_llm_agent_available.Rd,0,0,0
morie_llm_ask.Rd,0,0,0
morie_llm_ask_multi.Rd,0,0,0
morie_llm_detect_provider.Rd,0,0,0
morie_llm_list_freeapi_models.Rd,0,0,0
morie_llm_probe_freeapi.Rd,0,0,0
morie_llm_probe_ollama.Rd,0,0,0
morie_llm_request_completion.Rd,0,0,0
morie_load_cpads.Rd,1,0,1
morie_load_cpads_data.Rd,0,1,1
morie_load_dataset.Rd,1,0,1
morie_lstmc_lstm_cell.Rd,0,0,1
morie_mann_whitney_test.Rd,0,0,1
morie_marker_variance.Rd,0,0,1
morie_matching_abadie_imbens_se.Rd,1,0,1
morie_matching_atc_matched.Rd,1,0,1
morie_matching_ate_matched.Rd,1,0,1
morie_matching_att_matched.Rd,1,0,1
morie_matching_balance.Rd,1,0,1
morie_matching_balance_table.Rd,1,0,1
morie_matching_cardinality.Rd,1,0,1
morie_matching_cem.Rd,1,0,1
morie_matching_common_support.Rd,1,0,1
morie_matching_doubly_robust.Rd,1,0,1
morie_matching_entropy_balance.Rd,1,0,1
morie_matching_estimate_propensity.Rd,1,0,1
morie_matching_exact.Rd,1,0,1
morie_matching_full.Rd,1,0,1
morie_matching_genetic.Rd,1,0,1
morie_matching_longitudinal.Rd,1,0,1
morie_matching_love_plot_data.Rd,1,0,1
morie_matching_mahalanobis.Rd,1,0,1
morie_matching_multi_treatment.Rd,1,0,1
morie_matching_nearest_neighbor.Rd,1,0,1
morie_matching_optimal_pair.Rd,1,0,1
morie_matching_overlap.Rd,1,0,1
morie_matching_quality.Rd,1,0,1
morie_matching_rosenbaum_bounds.Rd,1,0,1
morie_matching_subclassify.Rd,1,0,1
morie_matching_trim_propensity.Rd,0,0,1
morie_matching_variable_ratio.Rd,1,0,1
morie_mean.Rd,0,0,0
morie_mhatf_multi_head_attention_full.Rd,0,0,1
morie_midas_regression.Rd,0,0,1
morie_mini_batch_gradient.Rd,0,0,1
morie_ml_apply_smote.Rd,0,0,0
morie_ml_eval_robustness.Rd,0,0,0
morie_multi_trait_gblup.Rd,0,0,1
morie_multiple_testing.Rd,0,0,0
morie_mvn_with_covariance.Rd,0,0,1
morie_mxpol_maxpool_forward.Rd,0,0,1
morie_nbeats_basis.Rd,0,0,1
morie_normal_pdf.Rd,0,0,0
morie_odds_ratio_ci.Rd,0,0,1
morie_omega_squared.Rd,0,0,1
morie_one_sample_coverage.Rd,0,0,1
morie_one_sample_t_test.Rd,0,0,1
morie_ordered_alternatives_test.Rd,0,0,1
morie_ordered_categories.Rd,0,0,1
morie_otis_aipw_ate.Rd,0,0,1
morie_otis_aipw_superlearner.Rd,1,0,1
morie_otis_all_analyses.Rd,1,0,1
morie_otis_all_analyze.Rd,0,0,0
morie_otis_analyze_a01.Rd,1,0,1
morie_otis_analyze_a01_dual.Rd,1,0,1
morie_otis_analyze_a01_ruhela_alt_age.Rd,1,0,1
morie_otis_analyze_a01_ruhela_alt_gender.Rd,1,0,1
morie_otis_analyze_a01_ruhela_alt_toronto.Rd,1,0,1
morie_otis_analyze_a01_ruhela_formulations.Rd,1,0,1
morie_otis_analyze_a01_ruhela_per_year.Rd,1,0,1
morie_otis_analyze_a01_ruhela_subgroup_female.Rd,1,0,1
morie_otis_analyze_a01_ruhela_subgroup_male.Rd,1,0,1
morie_otis_analyze_a01_with_csi_context.Rd,1,0,1
morie_otis_analyze_all.Rd,0,0,0
morie_otis_analyze_b01.Rd,0,0,0
morie_otis_analyze_b01_dual.Rd,1,0,1
morie_otis_analyze_b01_ruhela_alt_age.Rd,1,0,1
morie_otis_analyze_b01_ruhela_alt_gender.Rd,1,0,1
morie_otis_analyze_b01_ruhela_alt_toronto.Rd,1,0,1
morie_otis_analyze_b01_ruhela_formulations.Rd,1,0,1
morie_otis_analyze_b01_ruhela_per_year.Rd,1,0,1
morie_otis_analyze_b01_ruhela_subgroup_female.Rd,1,0,1
morie_otis_analyze_b01_ruhela_subgroup_male.Rd,1,0,1
morie_otis_analyze_b02.Rd,0,0,0
morie_otis_analyze_b02_ruhela_alt_age.Rd,1,0,1
morie_otis_analyze_b02_ruhela_alt_region.Rd,1,0,1
morie_otis_analyze_b02_ruhela_formulations.Rd,1,0,1
morie_otis_analyze_b03.Rd,0,0,0
morie_otis_analyze_b03_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_b04.Rd,0,0,0
morie_otis_analyze_b04_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_b05.Rd,0,0,0
morie_otis_analyze_b05_mandela_classification.Rd,1,0,1
morie_otis_analyze_b06.Rd,0,0,0
morie_otis_analyze_b06_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_b07.Rd,0,0,0
morie_otis_analyze_b07_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_b08.Rd,0,0,0
morie_otis_analyze_b08_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_b09.Rd,0,0,0
morie_otis_analyze_b09_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_c01.Rd,0,0,0
morie_otis_analyze_c01_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_c01_ruhela_aggregate_region_cluster.Rd,1,0,1
morie_otis_analyze_c02.Rd,0,0,0
morie_otis_analyze_c02_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_c03.Rd,0,0,0
morie_otis_analyze_c03_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_c04_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_c04_ruhela_aggregate_region_cluster.Rd,1,0,1
morie_otis_analyze_c05_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_c06_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_c07.Rd,0,0,0
morie_otis_analyze_c07_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_c08_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_c09_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_c10.Rd,0,0,0
morie_otis_analyze_c10_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_c11.Rd,0,0,0
morie_otis_analyze_c11_mandela_classification.Rd,1,0,1
morie_otis_analyze_c11_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_c12.Rd,0,0,0
morie_otis_analyze_c12_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_c_chi2.Rd,1,0,1
morie_otis_analyze_d01.Rd,0,0,0
morie_otis_analyze_d02_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_d03_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_d04_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_d05_ruhela_aggregate.Rd,1,0,1
morie_otis_analyze_d_chi2.Rd,1,0,1
morie_otis_analyze_otis_mandela_provincial_vs_federal.Rd,1,0,1
morie_otis_analyze_ruhela_grid.Rd,1,0,1
morie_otis_analyze_ruhela_master.Rd,1,0,1
morie_otis_analyze_ruhela_per_year.Rd,1,0,1
morie_otis_analyzers.Rd,0,0,0
morie_otis_astcmb.Rd,0,0,0
morie_otis_causal_grid.Rd,1,0,1
morie_otis_churn.Rd,0,0,0
morie_otis_churn_analyze_all.Rd,0,0,0
morie_otis_classify_mandela_combo.Rd,0,0,1
morie_otis_disciplinary_medical_overlap.Rd,0,0,0
morie_otis_embedding_distribution.Rd,0,0,0
morie_otis_intra_year_transition_matrix.Rd,0,0,0
morie_otis_ipw_ate.Rd,0,0,1
morie_otis_irm_dml.Rd,0,0,1
morie_otis_irr_glmm_vm.Rd,0,0,0
morie_otis_load.Rd,1,0,1
morie_otis_make_pair_a.Rd,1,0,1
morie_otis_make_pair_alert_to_volatility_a01.Rd,1,0,1
morie_otis_make_pair_alert_to_volatility_all.Rd,1,0,1
morie_otis_make_pair_alert_to_volatility_naive.Rd,1,0,1
morie_otis_make_pair_alert_to_volatility_ruhela.Rd,1,0,1
morie_otis_make_pair_b.Rd,1,0,1
morie_otis_make_pair_c.Rd,1,0,1
morie_otis_mortification_cooccurrence.Rd,0,0,0
morie_otis_otdesc.Rd,0,0,0
morie_otis_otdml.Rd,0,0,0
morie_otis_path_complexity_gini.Rd,0,0,0
morie_otis_pipeline.Rd,0,0,0
morie_otis_plr.Rd,1,0,1
morie_otis_primitives.Rd,0,0,0
morie_otis_psm.Rd,1,0,1
morie_otis_psm_subclass.Rd,1,0,1
morie_otis_rctrnd.Rd,0,0,0
morie_otis_regC_demog_contingency.Rd,0,0,0
morie_otis_region_alert_state_richness.Rd,0,0,0
morie_otis_repeat_placement_concentration.Rd,0,0,0
morie_otis_rplace.Rd,1,0,1
morie_otis_tps_analyze_all.Rd,0,0,0
morie_otis_tps_composite_overlay.Rd,0,0,0
morie_otis_tps_overlay.Rd,0,0,0
morie_otis_tps_per_region_rollup.Rd,0,0,0
morie_otis_tps_yoy_correlation.Rd,0,0,1
morie_otis_volat.Rd,0,0,0
morie_otis_within_year_placement_count.Rd,0,0,0
morie_otis_within_year_region_diversity.Rd,0,0,0
morie_paired_t_test.Rd,0,0,1
morie_paths.Rd,0,0,1
morie_pca_dimension_reduction.Rd,0,0,1
morie_pcg_filter.Rd,0,1,1
morie_penalized_regression.Rd,0,0,1
morie_percentile_modified_rank.Rd,0,0,1
morie_point_biserial_r.Rd,0,0,1
morie_polynomial_regression.Rd,0,0,1
morie_posab_positional_encoding_abs.Rd,0,0,1
morie_power_prop_test.Rd,0,0,1
morie_power_t_test.Rd,0,0,1
morie_pps_sample.Rd,0,0,1
morie_prediction_accuracy.Rd,0,0,1
morie_predpol_aggregate_areas.Rd,0,0,1
morie_predpol_calibration_audit.Rd,0,0,1
morie_predpol_score_disparity.Rd,0,0,1
morie_predpol_temporal_audit.Rd,0,0,1
morie_profile_dataset.Rd,0,0,1
morie_prophet_components.Rd,0,0,1
morie_proportion_ci.Rd,0,0,1
morie_psymet_alpha.Rd,0,0,0
morie_psymet_alphadel.Rd,0,0,0
morie_psymet_ave.Rd,0,0,0
morie_psymet_bartlett.Rd,0,0,0
morie_psymet_cr.Rd,0,0,0
morie_psymet_discrimination.Rd,0,0,0
morie_psymet_itemtotal.Rd,0,0,0
morie_psymet_kmo.Rd,0,0,0
morie_psymet_omega.Rd,0,0,0
morie_psymet_parallel.Rd,0,0,0
morie_psymet_splithalf.Rd,0,0,0
morie_random_forest_ensemble.Rd,0,0,1
morie_random_forest_genomic.Rd,0,0,1
morie_random_search_cv.Rd,0,0,1
morie_rank_based_test.Rd,0,0,1
morie_rank_order_statistics.Rd,0,0,1
morie_rank_placements.Rd,0,0,1
morie_rdd_bandwidth_cct.Rd,0,0,0
morie_rdd_bandwidth_ik.Rd,0,0,0
morie_rdd_bandwidth_rot.Rd,0,0,0
morie_rdd_bandwidth_sensitivity.Rd,0,0,0
morie_rdd_bias_corrected.Rd,0,0,0
morie_rdd_cattaneo_density.Rd,0,0,0
morie_rdd_covariate_balance.Rd,0,0,0
morie_rdd_discrete.Rd,0,0,0
morie_rdd_donut.Rd,0,0,0
morie_rdd_fuzzy.Rd,0,0,0
morie_rdd_geographic.Rd,0,0,0
morie_rdd_kink.Rd,0,0,0
morie_rdd_local_polynomial.Rd,0,0,0
morie_rdd_local_randomisation.Rd,0,0,0
morie_rdd_mccrary.Rd,0,0,0
morie_rdd_placebo_cutoff.Rd,0,0,0
morie_rdd_plot_data.Rd,0,0,0
morie_rdd_power.Rd,0,0,0
morie_rdd_sample_size.Rd,0,0,0
morie_rdd_sharp.Rd,0,0,0
morie_read_outputs_manifest.Rd,0,0,1
morie_recommended_pair_test.Rd,0,0,0
morie_recommended_summary.Rd,0,0,0
morie_regime_switching.Rd,0,0,1
morie_regularization_path.Rd,0,0,1
morie_risk_difference_ci.Rd,0,0,1
morie_risk_ratio_ci.Rd,0,0,1
morie_rkhs_full.Rd,0,0,1
morie_rnn_genomic.Rd,0,0,1
morie_roc_auc_score.Rd,0,0,1
morie_rotrp_rotary_position_embedding.Rd,0,0,1
morie_rslnk_residual_connection.Rd,0,0,1
morie_run_ebac_selection_ipw_analysis.Rd,0,0,1
morie_run_morie_module.Rd,0,1,1
morie_run_morie_modules.Rd,0,0,1
morie_run_pipeline.Rd,0,0,1
morie_run_propensity_ipw_analysis.Rd,0,0,1
morie_run_treatment_effects_analysis.Rd,0,0,1
morie_run_weighted_logistic_analysis.Rd,0,0,1
morie_run_workflow_step.Rd,0,0,1
morie_sample.Rd,0,0,1
morie_sample_size_logistic.Rd,0,0,1
morie_semipar_bridge.Rd,0,0,0
morie_sensitivity_rosenbaum.Rd,0,0,1
morie_sgolay_smooth.Rd,0,1,1
morie_shapiro_wilk_test.Rd,0,0,1
morie_sign_test_power.Rd,0,0,1
morie_simple_random_sample.Rd,0,0,1
morie_simulate_longitudinal_panel.Rd,0,0,1
morie_siu_all_analyses.Rd,0,0,0
morie_siu_analyze.Rd,0,0,0
morie_siu_anomaly_check.Rd,1,0,1
morie_siu_audit_case.Rd,1,0,1
morie_siu_audit_columns.Rd,1,0,1
morie_siu_by_police_service.Rd,0,0,0
morie_siu_by_year.Rd,0,0,0
morie_siu_cache_path.Rd,0,0,1
morie_siu_case_counts.Rd,0,0,0
morie_siu_charges_by_year_chi2.Rd,0,0,0
morie_siu_classify_mandela.Rd,0,0,1
morie_siu_compare.Rd,1,0,1
morie_siu_decision_timing.Rd,0,0,0
morie_siu_demographics.Rd,0,0,0
morie_siu_fetch.Rd,0,0,0
morie_siu_fetch_cases.Rd,1,0,1
morie_siu_fetch_dataframe.Rd,1,0,1
morie_siu_index.Rd,0,0,1
morie_siu_llm_extract.Rd,1,0,1
morie_siu_mental_health_race_indicators.Rd,0,0,0
morie_siu_parse_html.Rd,0,0,0
morie_siu_parse_news_html.Rd,0,0,0
morie_siu_parser.Rd,0,0,0
morie_siu_record_correction.Rd,0,1,1
morie_siu_refresh_manifest.Rd,1,0,1
morie_siu_sanity_check.Rd,1,0,1
morie_siu_sprott_doob_feb2021.Rd,0,0,1
morie_siu_sprott_doob_iftene_table1.Rd,0,0,0
morie_siu_sprott_doob_iftene_table10.Rd,0,0,0
morie_siu_sprott_doob_iftene_table15.Rd,0,0,0
morie_siu_sprott_doob_iftene_table9.Rd,0,0,0
morie_siu_sprott_doob_table11.Rd,0,0,0
morie_siu_sprott_doob_table12.Rd,0,0,0
morie_siu_sprott_doob_table13.Rd,0,0,1
morie_siu_sprott_doob_table15.Rd,0,0,0
morie_siu_sprott_doob_table19.Rd,0,0,1
morie_siu_sprott_doob_table22.Rd,0,0,0
morie_siu_sprott_doob_table23.Rd,0,0,1
morie_siu_sprott_doob_table4.Rd,0,0,0
morie_siu_translate.Rd,1,0,1
morie_siu_verify_chi2.Rd,0,0,1
morie_siu_verify_published_chi_squares.Rd,0,0,1
morie_siuiap_cite.Rd,0,0,1
morie_siuiap_panel_summary.Rd,0,0,1
morie_spatial_voting_aldrich_mckelvey.Rd,0,0,1
morie_spatial_voting_alpha_nominate.Rd,1,0,1
morie_spatial_voting_anchoring_vignettes.Rd,0,0,1
morie_spatial_voting_bayesian_am.Rd,1,0,1
morie_spatial_voting_bayesian_irt_likelihood.Rd,0,0,1
morie_spatial_voting_bayesian_irt_posterior.Rd,0,0,1
morie_spatial_voting_bayesian_mds.Rd,1,0,1
morie_spatial_voting_bayesian_unfolding.Rd,1,0,1
morie_spatial_voting_blackbox.Rd,0,0,1
morie_spatial_voting_cjr_irt.Rd,1,0,1
morie_spatial_voting_classical_mds.Rd,0,0,1
morie_spatial_voting_cutting_lines.Rd,0,0,1
morie_spatial_voting_double_centering.Rd,0,0,1
morie_spatial_voting_dw_nominate.Rd,0,0,1
morie_spatial_voting_dynamic_irt.Rd,1,0,1
morie_spatial_voting_em_irt.Rd,0,0,1
morie_spatial_voting_ideal_point_recovery.Rd,0,0,1
morie_spatial_voting_indscal.Rd,0,0,1
morie_spatial_voting_mds_fit_stats.Rd,0,0,1
morie_spatial_voting_mlsmu6.Rd,0,0,1
morie_spatial_voting_nominate_bootstrap.Rd,0,0,1
morie_spatial_voting_nominate_loglik.Rd,0,0,1
morie_spatial_voting_nominate_utility.Rd,0,0,1
morie_spatial_voting_nominate_vote_prob.Rd,0,0,1
morie_spatial_voting_nonmetric_mds.Rd,0,0,1
morie_spatial_voting_nonparametric_bootstrap.Rd,0,0,1
morie_spatial_voting_normal_vectors.Rd,0,0,1
morie_spatial_voting_optimal_classification.Rd,0,0,1
morie_spatial_voting_ordered_oc.Rd,0,0,1
morie_spatial_voting_ordinal_irt.Rd,1,0,1
morie_spatial_voting_procrustes.Rd,0,0,1
morie_spatial_voting_smacof.Rd,0,0,1
morie_spatial_voting_smacof_unfolding.Rd,0,0,1
morie_spatial_voting_unfolding_stress.Rd,0,0,1
morie_spatial_voting_wordfish.Rd,0,0,1
morie_spearman_rho.Rd,0,0,1
morie_specs_from_df.Rd,0,0,0
morie_spectral_density.Rd,0,0,1
morie_sprott_doob.Rd,0,0,0
morie_stat_bridge.Rd,0,0,0
morie_stat_commands.Rd,0,0,0
morie_state_space_model.Rd,0,0,1
morie_stratified_sample.Rd,0,0,1
morie_suggest_analysis_plan.Rd,0,0,1
morie_sukhatme_test.Rd,0,0,1
morie_summarize_output_audit.Rd,0,0,1
morie_survey_calibrate.Rd,0,0,0
morie_survey_complex_glm.Rd,0,0,0
morie_survey_design.Rd,0,0,0
morie_survey_glm.Rd,0,0,0
morie_survey_hajek_mean.Rd,0,0,0
morie_survey_ht_total.Rd,0,0,0
morie_survey_mean.Rd,0,0,0
morie_survey_poststratify.Rd,0,0,0
morie_survey_ratio.Rd,0,0,0
morie_survey_subpop.Rd,0,0,0
morie_survival_aft.Rd,0,0,0
morie_survival_cif.Rd,0,0,0
morie_survival_compare_parametric.Rd,0,0,0
morie_survival_concordance.Rd,0,0,0
morie_survival_cox.Rd,0,0,0
morie_survival_coxsnell.Rd,0,0,0
morie_survival_deviance.Rd,0,0,0
morie_survival_finegray.Rd,0,0,0
morie_survival_hr.Rd,0,0,0
morie_survival_km.Rd,0,0,0
morie_survival_landmark.Rd,0,0,0
morie_survival_left_truncated_km.Rd,0,0,0
morie_survival_logrank.Rd,0,0,0
morie_survival_martingale.Rd,0,0,0
morie_survival_nelsonaalen.Rd,0,0,0
morie_survival_parametric.Rd,0,0,0
morie_survival_rmst.Rd,0,0,0
morie_survival_rmst_diff.Rd,0,0,0
morie_survival_schoenfeld.Rd,0,0,0
morie_survival_turnbull.Rd,0,0,0
morie_svm_genomic.Rd,0,0,1
morie_svm_hinge_primal.Rd,0,0,1
morie_svm_kernel_trick.Rd,0,0,1
morie_sync_rng.Rd,0,0,1
morie_terry_hoeffding_test.Rd,0,0,1
morie_tgarch_model.Rd,0,0,1
morie_threshold_autoregression.Rd,0,0,1
morie_tokenizer_decode.Rd,0,0,0
morie_tokenizer_encode.Rd,0,0,0
morie_tokenizer_new.Rd,0,0,0
morie_tokenizer_vocab_size.Rd,0,0,0
morie_tolerance_limits.Rd,0,0,1
morie_tps_analyze.Rd,0,0,0
morie_tps_analyze_all.Rd,0,0,0
morie_tps_analyze_assault.Rd,0,0,0
morie_tps_analyze_csi_from_dataframes.Rd,0,0,0
morie_tps_analyze_one.Rd,0,0,0
morie_tps_arima_forecast.Rd,0,0,0
morie_tps_available_formats.Rd,0,0,0
morie_tps_bivariate_moran.Rd,0,0,1
morie_tps_bivariate_morans_i.Rd,0,0,0
morie_tps_category_correlation_matrix.Rd,0,0,0
morie_tps_changepoint_detection.Rd,0,0,0
morie_tps_compare_hawkes_kernels.Rd,1,0,1
morie_tps_composite_index.Rd,0,0,0
morie_tps_crime_compare.Rd,0,0,0
morie_tps_criminal_network_graph.Rd,1,0,1
morie_tps_csi_per_neighbourhood.Rd,0,0,0
morie_tps_csi_per_year.Rd,0,0,0
morie_tps_csi_weight.Rd,0,0,0
morie_tps_data_dir.Rd,0,0,0
morie_tps_dbscan_clusters.Rd,0,0,1
morie_tps_district_for_centroid.Rd,0,0,0
morie_tps_fetch_category.Rd,0,0,0
morie_tps_fetch_dataframe.Rd,0,0,0
morie_tps_fokker_planck_grid.Rd,0,0,0
morie_tps_getis_ord_g_star.Rd,0,0,1
morie_tps_gini_concentration.Rd,0,0,0
morie_tps_hawkes_advanced.Rd,0,0,0
morie_tps_hawkes_advanced_fit.Rd,1,0,1
morie_tps_hawkes_markovian_vs_nonmarkovian.Rd,1,0,1
morie_tps_hawkes_temporal_fit.Rd,0,0,0
morie_tps_inspection_game_phase.Rd,1,0,1
morie_tps_kde_density.Rd,0,0,1
morie_tps_langevin_simulate.Rd,0,0,0
morie_tps_layer_urls.Rd,0,0,1
morie_tps_levy_flight_alpha.Rd,1,0,1
morie_tps_list_categories.Rd,0,0,0
morie_tps_list_datasets.Rd,0,0,1
morie_tps_list_formats.Rd,0,0,0
morie_tps_load.Rd,0,0,0
morie_tps_load_dataset.Rd,1,0,1
morie_tps_local_morans_i.Rd,0,0,1
morie_tps_lotka_volterra_police_crime.Rd,1,0,1
morie_tps_moran_sweep_heatmap.Rd,0,0,1
morie_tps_morans_i_neighbourhood.Rd,0,0,1
morie_tps_neighbourhood_concentration.Rd,0,0,0
morie_tps_offence_summary.Rd,0,0,0
morie_tps_polygon_morans_i.Rd,0,0,1
morie_tps_pretty_label.Rd,0,0,0
morie_tps_project_xy.Rd,0,0,0
morie_tps_render.Rd,0,0,0
morie_tps_render_choropleth.Rd,0,0,0
morie_tps_render_dbscan.Rd,0,0,0
morie_tps_render_district_proportional.Rd,0,0,0
morie_tps_render_points.Rd,0,0,0
morie_tps_render_quad.Rd,0,0,0
morie_tps_render_satscan_panel.Rd,0,0,0
morie_tps_render_yearly_grid.Rd,0,0,0
morie_tps_ripley_k.Rd,0,0,1
morie_tps_sarima_forecast.Rd,0,0,0
morie_tps_sdb_reaction_diffusion.Rd,1,0,1
morie_tps_sdb_turing_demo.Rd,1,0,1
morie_tps_seasonal_pattern.Rd,0,0,0
morie_tps_spatial_summary.Rd,0,0,0
morie_tps_statphysics.Rd,0,0,0
morie_tps_statphysics_analyze_all.Rd,1,0,1
morie_tps_stochastic.Rd,0,0,0
morie_tps_temporal.Rd,0,0,0
morie_tps_temporal_summary.Rd,0,0,0
morie_tps_urban_scaling_beta.Rd,1,0,1
morie_tps_use_of_force.Rd,0,0,1
morie_tps_year_over_year_trend.Rd,0,0,0
morie_tps_yoy_panel.Rd,0,0,0
morie_transformer_genomic.Rd,0,0,1
morie_trfbl_transformer_block.Rd,0,0,1
morie_tsne_reduction.Rd,0,0,1
morie_two_sample_coverage.Rd,0,0,1
morie_two_sample_t_test.Rd,0,0,1
morie_unobserved_components.Rd,0,0,1
morie_userguide.Rd,0,0,1
morie_vaenc_vae_elbo.Rd,0,0,1
morie_validate_cpads_data.Rd,0,0,1
morie_validate_outputs_manifest.Rd,0,0,1
morie_van_der_waerden_test.Rd,0,0,1
morie_var.Rd,0,0,0
morie_vecm.Rd,0,0,1
morie_verify_statistical_output.Rd,0,0,1
morie_vertex_access_token.Rd,0,0,0
morie_vertex_ask_gemini.Rd,0,0,0
morie_vertex_health_check.Rd,0,0,0
morie_vertex_resolve_config.Rd,0,0,0
morie_wavelet_time_series.Rd,0,0,1
morie_weights_bootstrap.Rd,0,0,0
morie_weights_brr.Rd,0,0,0
morie_weights_calibrate_to_totals.Rd,0,0,0
morie_weights_combined.Rd,0,0,0
morie_weights_deff.Rd,0,0,0
morie_weights_design.Rd,0,0,0
morie_weights_detect_extreme.Rd,0,0,0
morie_weights_diagnostics.Rd,0,0,0
morie_weights_ess.Rd,0,0,0
morie_weights_fay_brr.Rd,0,0,0
morie_weights_greg.Rd,0,0,0
morie_weights_jackknife.Rd,0,0,0
morie_weights_multiframe.Rd,0,0,0
morie_weights_nonresponse.Rd,0,0,0
morie_weights_normalize.Rd,0,0,0
morie_weights_poststratify.Rd,0,0,0
morie_weights_propensity_nonresponse.Rd,0,0,0
morie_weights_rake.Rd,0,0,0
morie_weights_replicate_variance.Rd,0,0,0
morie_weights_sdr.Rd,0,0,0
morie_weights_smooth.Rd,0,0,0
morie_weights_trim.Rd,0,0,0
morie_wilcoxon_power.Rd,0,0,1
morie_wilcoxon_signed_rank_test.Rd,0,0,1
morie_write_audit_markdown.Rd,0,0,0
morie_write_synthetic_data.Rd,0,0,1
morie_xavir_xavier_init.Rd,0,0,1
morie_xgboost_objective.Rd,0,0,1
mrm_anova_bonferroni.Rd,0,0,1
mrm_anova_oneway.Rd,0,0,1
mrm_anova_power.Rd,0,0,1
mrm_arsau.Rd,0,0,0
mrm_assumptions_check.Rd,0,0,1
mrm_causal_design.Rd,0,0,1
mrm_check_balancing.Rd,0,0,1
mrm_check_overlap.Rd,0,0,1
mrm_classify_mandela.Rd,0,0,1
mrm_clt_demo.Rd,0,0,1
mrm_design.Rd,0,0,1
mrm_diagnostics.Rd,0,0,1
mrm_doe.Rd,0,0,1
mrm_factorial_2k.Rd,0,0,1
mrm_fractional_factorial.Rd,0,0,1
mrm_gentrification.Rd,0,0,0
mrm_gentrification_panel.Rd,0,0,1
mrm_graeco_latin.Rd,0,0,1
mrm_kulldorff.Rd,0,0,1
mrm_latin_square.Rd,0,0,1
mrm_lisa.Rd,0,0,1
mrm_mathstats.Rd,0,0,1
mrm_mc_power.Rd,0,0,1
mrm_median_causal_effect.Rd,0,0,1
mrm_morans_i.Rd,0,0,1
mrm_oneprop_test.Rd,0,0,1
mrm_otis.Rd,0,0,1
mrm_otis_mandela_spectrum.Rd,0,0,1
mrm_otis_mortification_cooccurrence.Rd,0,0,1
mrm_otis_placement_concentration.Rd,0,0,1
mrm_otis_region_locality.Rd,0,0,1
mrm_otis_seg_duration_km.Rd,0,0,1
mrm_perm_block.Rd,0,0,1
mrm_pit.Rd,0,0,1
mrm_primitives_ordinal.Rd,0,0,0
