"cmplnt_num","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_to_dt","cmplnt_to_tm","addr_pct_cd","rpt_dt","ky_cd","ofns_desc","pd_cd","pd_desc","crm_atpt_cptd_cd","law_cat_cd","boro_nm","loc_of_occur_desc","prem_typ_desc","juris_desc","jurisdiction_code","parks_nm","hadevelopt","housing_psa","x_coord_cd","y_coord_cd","susp_age_group","susp_race","susp_sex","transit_district","latitude","longitude","lat_lon","patrol_boro","station_name","vic_age_group","vic_race","vic_sex"
"10006798","2006-01-04T00:00:00.000","23:15:00","2006-01-04T00:00:00.000","23:30:00","32","2006-01-04T00:00:00.000","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","702","1000126","238705","25-44","WHITE HISPANIC","M",,"40.821853","-73.942638","(40.821853, -73.942638)","PATROL BORO MAN NORTH","(null)","25-44","WHITE HISPANIC","F"
"10006801","2006-01-04T00:00:00.000","23:15:00",,"(null)","32","2006-01-04T00:00:00.000","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001232","239773","18-24","BLACK","M",,"40.824782","-73.938638","(40.824782, -73.938638)","PATROL BORO MAN NORTH","(null)","18-24","BLACK HISPANIC","F"
"10006802","2006-01-04T00:00:00.000","23:15:00",,"(null)","32","2006-01-04T00:00:00.000","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001232","239773","18-24","BLACK","F",,"40.824782","-73.938638","(40.824782, -73.938638)","PATROL BORO MAN NORTH","(null)","18-24","BLACK HISPANIC","F"
"10006803","2006-01-05T00:00:00.000","13:55:00",,"(null)","32","2006-01-05T00:00:00.000","352","CRIMINAL TRESPASS","205","TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. HOUSING POLICE","2","(null)","(null)","702","1000662","237815","(null)","(null)","(null)",,"40.819408","-73.940703","(40.819408, -73.940703)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006804","2006-01-05T00:00:00.000","16:55:00",,"(null)","32","2006-01-05T00:00:00.000","235","DANGEROUS DRUGS","567","MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","713","1000787","238042","(null)","(null)","(null)",,"40.820031","-73.94025","(40.820031, -73.94025)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006805","2005-12-09T00:00:00.000","00:01:00",,"(null)","32","2006-01-03T00:00:00.000","109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001324","237153","(null)","(null)","(null)",,"40.817591","-73.938313","(40.817591, -73.938313)","PATROL BORO MAN NORTH","(null)","(null)","BLACK","F"
"10006806","2006-01-05T00:00:00.000","18:10:00","2006-01-05T00:00:00.000","18:20:00","32","2006-01-05T00:00:00.000","105","ROBBERY","397","ROBBERY,OPEN AREA UNCLASSIFIED","COMPLETED","FELONY","MANHATTAN","FRONT OF","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","4613","998424","234705","(null)","(null)","(null)",,"40.810878","-73.948794","(40.810878, -73.948794)","PATROL BORO MAN NORTH","(null)","<18","BLACK","M"
"10006807","2005-12-30T00:00:00.000","16:20:00",,"(null)","32","2006-01-04T00:00:00.000","341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","MANHATTAN","(null)","BEAUTY & NAIL SALON","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000977","238383","(null)","(null)","(null)",,"40.82096601","-73.93956521","(40.82096601, -73.93956521)","PATROL BORO MAN NORTH","(null)","<18","BLACK","F"
"10006808","2006-01-05T00:00:00.000","15:00:00",,"(null)","32","2006-01-05T00:00:00.000","341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","DRY CLEANER/LAUNDRY","N.Y. POLICE DEPT","0","(null)","(null)","(null)","999113","236878","(null)","(null)","(null)",,"40.816839","-73.946301","(40.816839, -73.946301)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","D"
"10006809","2005-12-25T00:00:00.000","01:00:00","2005-12-25T00:00:00.000","03:00:00","32","2006-01-05T00:00:00.000","110","GRAND LARCENY OF MOTOR VEHICLE","455","LARCENY,GRAND OF TRUCK","COMPLETED","FELONY","MANHATTAN","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001901","238191","(null)","(null)","(null)",,"40.82043723","-73.9362273","(40.82043723, -73.9362273)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","F"
"10006810","2006-01-04T00:00:00.000","02:00:00","2006-01-04T00:00:00.000","02:15:00","32","2006-01-04T00:00:00.000","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001072","236699","25-44","BLACK","M",,"40.816344","-73.939224","(40.816344, -73.939224)","PATROL BORO MAN NORTH","(null)","25-44","BLACK","F"
"10006811","2006-01-03T00:00:00.000","13:00:00",,"(null)","32","2006-01-05T00:00:00.000","109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","999181","237001","(null)","(null)","(null)",,"40.81717603","-73.94605725","(40.81717603, -73.94605725)","PATROL BORO MAN NORTH","(null)","45-64","WHITE HISPANIC","M"
"10006812","2006-01-05T00:00:00.000","13:00:00",,"(null)","32","2006-01-05T00:00:00.000","121","CRIMINAL MISCHIEF & RELATED OF","269","MISCHIEF,CRIMINAL,    UNCL 2ND","COMPLETED","FELONY","MANHATTAN","FRONT OF","STREET","N.Y. HOUSING POLICE","2","(null)","(null)","4594","1000535","237587","(null)","(null)","(null)",,"40.818784","-73.941161","(40.818784, -73.941161)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","D"
"10006813","2006-01-05T00:00:00.000","18:10:00",,"(null)","32","2006-01-05T00:00:00.000","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","MANHATTAN","INSIDE","STORAGE FACILITY","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1002041","237495","(null)","BLACK","M",,"40.818528","-73.935722","(40.818528, -73.935722)","PATROL BORO MAN NORTH","(null)","18-24","BLACK","F"
"10006814","2006-01-03T00:00:00.000","20:57:00","2006-01-03T00:00:00.000","20:57:00","32","2006-01-05T00:00:00.000","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001447","237377","25-44","BLACK","M",,"40.818206","-73.937866","(40.818206, -73.937866)","PATROL BORO MAN NORTH","(null)","25-44","BLACK","M"
"10006815","2006-01-04T00:00:00.000","16:10:00","2006-01-04T00:00:00.000","16:20:00","32","2006-01-05T00:00:00.000","105","ROBBERY","397","ROBBERY,OPEN AREA UNCLASSIFIED","COMPLETED","FELONY","MANHATTAN","(null)","TRANSIT - NYC SUBWAY","N.Y. TRANSIT POLICE","1","(null)","(null)","(null)","1001611","241370","(null)","(null)","(null)","3","40.82916325","-73.93726683","(40.82916325, -73.93726683)","PATROL BORO MAN NORTH","155 STREET","<18","BLACK","M"
"10006816","2006-01-05T00:00:00.000","20:00:00",,"(null)","32","2006-01-05T00:00:00.000","126","MISCELLANEOUS PENAL LAW","198","CRIMINAL CONTEMPT 1","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","748","998674","235156","(null)","(null)","(null)",,"40.812114","-73.947891","(40.812114, -73.947891)","PATROL BORO MAN NORTH","(null)","25-44","BLACK","M"
"10006817","2006-01-05T00:00:00.000","20:50:00","2006-01-05T00:00:00.000","20:58:00","32","2006-01-05T00:00:00.000","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","CHECK CASHING BUSINESS","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000964","240134","(null)","BLACK","M",,"40.825773","-73.939605","(40.825773, -73.939605)","PATROL BORO MAN NORTH","(null)","25-44","BLACK","M"
"10006818","2006-01-05T00:00:00.000","10:45:00",,"(null)","33","2006-01-05T00:00:00.000","235","DANGEROUS DRUGS","567","MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001640","244651","(null)","(null)","(null)",,"40.83817","-73.937151","(40.83817, -73.937151)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006819","2006-01-05T00:00:00.000","10:50:00","2006-01-05T00:00:00.000","10:50:00","33","2006-01-05T00:00:00.000","352","CRIMINAL TRESPASS","205","TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","689","1000226","242603","(null)","(null)","(null)",,"40.832553","-73.942265","(40.832553, -73.942265)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006820","2006-01-05T00:00:00.000","15:30:00",,"(null)","33","2006-01-05T00:00:00.000","235","DANGEROUS DRUGS","567","MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001764","247636","(null)","(null)","(null)",,"40.846364","-73.936696","(40.846364, -73.936696)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006821","2006-01-05T00:00:00.000","17:05:00",,"(null)","33","2006-01-05T00:00:00.000","113","FORGERY","729","FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","MANHATTAN","(null)","TRANSIT - NYC SUBWAY","N.Y. TRANSIT POLICE","1","(null)","(null)","(null)","1000998","245665","(null)","(null)","(null)","3","40.84095296","-73.93947116","(40.84095296, -73.93947116)","PATROL BORO MAN NORTH","168 ST.-WASHINGTON HTS.","(null)","UNKNOWN","E"
"10006822","2006-01-05T00:00:00.000","19:18:00","2006-01-05T00:00:00.000","19:18:00","33","2006-01-05T00:00:00.000","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001481","246268","(null)","(null)","(null)",,"40.842608","-73.937724","(40.842608, -73.937724)","PATROL BORO MAN NORTH","(null)","18-24","WHITE HISPANIC","F"
"10006823","2005-01-05T00:00:00.000","22:07:00",,"(null)","33","2006-01-06T00:00:00.000","114","ARSON","263","ARSON 2,3,4","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1002637","247901","(null)","(null)","(null)",,"40.847087","-73.93354","(40.847087, -73.93354)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","D"
"10006824","2006-01-04T00:00:00.000","19:20:00",,"(null)","33","2006-01-04T00:00:00.000","105","ROBBERY","397","ROBBERY,OPEN AREA UNCLASSIFIED","COMPLETED","FELONY","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001348","246484","(null)","BLACK HISPANIC","M",,"40.843201","-73.938201","(40.843201, -73.938201)","PATROL BORO MAN NORTH","(null)","18-24","WHITE HISPANIC","M"
"10006825","2006-01-06T00:00:00.000","02:50:00",,"(null)","33","2006-01-06T00:00:00.000","121","CRIMINAL MISCHIEF & RELATED OF","269","MISCHIEF,CRIMINAL,    UNCL 2ND","COMPLETED","FELONY","MANHATTAN","INSIDE","GROCERY/BODEGA","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000568","245906","(null)","(null)","(null)",,"40.841616","-73.941022","(40.841616, -73.941022)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","D"
"10006826","2006-01-02T00:00:00.000","18:30:00",,"(null)","33","2006-01-05T00:00:00.000","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000766","248387","18-24","WHITE HISPANIC","M",,"40.848425","-73.940301","(40.848425, -73.940301)","PATROL BORO MAN NORTH","(null)","18-24","WHITE HISPANIC","F"
"10006834","2006-01-06T00:00:00.000","14:30:00","2006-01-06T00:00:00.000","14:45:00","33","2006-01-06T00:00:00.000","107","BURGLARY","231","BURGLARY,TRUCK DAY","COMPLETED","FELONY","MANHATTAN","REAR OF","RESTAURANT/DINER","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000606","245143","(null)","(null)","(null)",,"40.839523","-73.940887","(40.839523, -73.940887)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","D"
"10006835","2006-01-06T00:00:00.000","18:20:00",,"(null)","33","2006-01-06T00:00:00.000","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000137","246866","(null)","(null)","(null)",,"40.844251","-73.942577","(40.844251, -73.942577)","PATROL BORO MAN NORTH","(null)","25-44","WHITE HISPANIC","F"
"10006837","2006-01-05T00:00:00.000","07:30:00","2006-01-05T00:00:00.000","16:30:00","33","2006-01-05T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","MANHATTAN","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001779","244833","(null)","(null)","(null)",,"40.83866785","-73.93665073","(40.83866785, -73.93665073)","PATROL BORO MAN NORTH","(null)","18-24","WHITE HISPANIC","F"
"10006846","2006-01-04T00:00:00.000","22:05:00","2006-01-04T00:00:00.000","22:10:00","34","2006-01-04T00:00:00.000","233","SEX CRIMES","170","SEXUAL MISCONDUCT,INTERCOURSE","COMPLETED","MISDEMEANOR","MANHATTAN","(null)","OTHER","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1002173","249401","(null)","(null)","(null)",,"40.8512131676868","-73.9352160519866","(40.8512131676868, -73.9352160519866)","PATROL BORO MAN NORTH","(null)","18-24","WHITE HISPANIC","F"
"10006847","2006-01-05T00:00:00.000","00:58:00","2006-01-05T00:00:00.000","01:01:00","34","2006-01-05T00:00:00.000","236","DANGEROUS WEAPONS","782","WEAPONS, POSSESSION, ETC","COMPLETED","MISDEMEANOR","MANHATTAN","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1006670","254235","(null)","(null)","(null)",,"40.86446248","-73.91894337","(40.86446248, -73.91894337)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006848","2006-01-05T00:00:00.000","02:00:00",,"(null)","34","2006-01-05T00:00:00.000","340","FRAUDS","707","IMPERSONATION 2, PUBLIC SERVAN","COMPLETED","MISDEMEANOR","MANHATTAN","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1003124","250494","(null)","(null)","(null)",,"40.85420285","-73.931774","(40.85420285, -73.931774)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006849","2005-07-03T00:00:00.000","00:01:00","2005-11-03T00:00:00.000","00:01:00","34","2006-01-04T00:00:00.000","109","GRAND LARCENY","419","LARCENY,GRAND FROM PERSON,UNCL","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1006120","253924","(null)","(null)","(null)",,"40.863613","-73.920931","(40.863613, -73.920931)","PATROL BORO MAN NORTH","(null)","45-64","WHITE HISPANIC","M"
"10006853","2005-12-01T00:00:00.000","12:00:00","2005-12-26T00:00:00.000","12:00:00","34","2006-01-04T00:00:00.000","109","GRAND LARCENY","413","LARCENY,GRAND BY FALSE PROMISE","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001192","249341","(null)","BLACK","F",,"40.851044","-73.93876","(40.851044, -73.93876)","PATROL BORO MAN NORTH","(null)","25-44","WHITE","M"
"10006854","2006-01-03T00:00:00.000","22:00:00","2006-01-05T00:00:00.000","10:30:00","34","2006-01-05T00:00:00.000","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","OTHER","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1004346","253729","(null)","ASIAN / PACIFIC ISLANDER","M",,"40.863082","-73.927344","(40.863082, -73.927344)","PATROL BORO MAN NORTH","(null)","18-24","ASIAN / PACIFIC ISLANDER","F"
"10006855","2006-01-04T00:00:00.000","06:50:00","2006-01-04T00:00:00.000","07:00:00","34","2006-01-04T00:00:00.000","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","MANHATTAN","(null)","OTHER","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1005067","253188","(null)","BLACK HISPANIC","M",,"40.86159271","-73.92474206","(40.86159271, -73.92474206)","PATROL BORO MAN NORTH","(null)","25-44","WHITE HISPANIC","F"
"10006856","2006-01-02T00:00:00.000","19:30:00","2006-01-02T00:00:00.000","22:30:00","34","2006-01-02T00:00:00.000","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","MANHATTAN","INSIDE","OTHER","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1006466","254541","(null)","BLACK HISPANIC","U",,"40.865303","-73.919679","(40.865303, -73.919679)","PATROL BORO MAN NORTH","(null)","25-44","BLACK HISPANIC","F"
"10006859","2006-01-03T00:00:00.000","07:30:00","2006-01-03T00:00:00.000","10:30:00","34","2006-01-04T00:00:00.000","341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1004298","254122","25-44","UNKNOWN","M",,"40.864158","-73.927516","(40.864158, -73.927516)","PATROL BORO MAN NORTH","(null)","45-64","BLACK HISPANIC","F"
"10006860","2006-01-04T00:00:00.000","17:30:00",,"(null)","34","2006-01-04T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1002792","249893","(null)","(null)","(null)",,"40.852555","-73.932976","(40.852555, -73.932976)","PATROL BORO MAN NORTH","(null)","25-44","UNKNOWN","F"
"10006861","2006-01-04T00:00:00.000","19:00:00","2006-01-04T00:00:00.000","23:20:00","34","2006-01-04T00:00:00.000","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","OTHER","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000069","249132","25-44","BLACK","M",,"40.850473","-73.942819","(40.850473, -73.942819)","PATROL BORO MAN NORTH","(null)","25-44","WHITE","M"
"10006863","2006-01-05T00:00:00.000","11:30:00","2006-01-05T00:00:00.000","11:30:00","34","2006-01-05T00:00:00.000","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1004456","254439","18-24","WHITE HISPANIC","M",,"40.865029","-73.926944","(40.865029, -73.926944)","PATROL BORO MAN NORTH","(null)","<18","WHITE HISPANIC","F"
"10006867","2006-01-05T00:00:00.000","07:25:00","2006-01-05T00:00:00.000","16:17:00","34","2006-01-05T00:00:00.000","107","BURGLARY","221","BURGLARY,RESIDENCE,DAY","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1004483","251754","(null)","(null)","(null)",,"40.857661","-73.926854","(40.857661, -73.926854)","PATROL BORO MAN NORTH","(null)","25-44","BLACK HISPANIC","F"
"10006869","2006-01-04T00:00:00.000","17:30:00","2006-01-04T00:00:00.000","18:00:00","34","2006-01-05T00:00:00.000","109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","MANHATTAN","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000789","249447","(null)","(null)","(null)",,"40.85133383","-73.94021717","(40.85133383, -73.94021717)","PATROL BORO MAN NORTH","(null)","18-24","WHITE HISPANIC","F"
"10006870","2006-01-04T00:00:00.000","20:00:00","2006-01-05T00:00:00.000","12:40:00","34","2006-01-05T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1005112","255330","(null)","(null)","(null)",,"40.867474","-73.924572","(40.867474, -73.924572)","PATROL BORO MAN NORTH","(null)","25-44","WHITE HISPANIC","M"
"10006871","2006-01-04T00:00:00.000","19:00:00","2006-01-04T00:00:00.000","21:00:00","34","2006-01-05T00:00:00.000","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1004201","255283","25-44","WHITE","F",,"40.867346","-73.927864","(40.867346, -73.927864)","PATROL BORO MAN NORTH","(null)","25-44","WHITE","F"
"10006872","2006-01-01T00:00:00.000","03:00:00","2006-01-01T00:00:00.000","20:30:00","34","2006-01-01T00:00:00.000","341","PETIT LARCENY","321","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","MANHATTAN","OPPOSITE OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1005771","253979","(null)","(null)","(null)",,"40.863764","-73.922193","(40.863764, -73.922193)","PATROL BORO MAN NORTH","(null)","25-44","WHITE HISPANIC","F"
"10006873","2005-12-26T00:00:00.000","00:15:00","2005-12-26T00:00:00.000","00:30:00","34","2006-01-05T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","TRANSIT FACILITY (OTHER)","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1007257","255280","(null)","(null)","(null)",,"40.86733","-73.916816","(40.86733, -73.916816)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","D"
"10006874","2006-01-02T00:00:00.000","12:00:00","2006-01-02T00:00:00.000","13:00:00","34","2006-01-04T00:00:00.000","341","PETIT LARCENY","339","LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. HOUSING POLICE","2","(null)","(null)","706","1005377","253337","(null)","(null)","(null)",,"40.862003","-73.923618","(40.862003, -73.923618)","PATROL BORO MAN NORTH","(null)","65+","BLACK","M"
"10006875","2006-01-04T00:00:00.000","08:00:00","2006-01-04T00:00:00.000","13:00:00","34","2006-01-05T00:00:00.000","341","PETIT LARCENY","339","LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1002635","248354","(null)","(null)","(null)",,"40.848332","-73.933545","(40.848332, -73.933545)","PATROL BORO MAN NORTH","(null)","65+","WHITE HISPANIC","M"
"10006876","2006-01-04T00:00:00.000","00:30:00","2006-01-05T00:00:00.000","09:05:00","34","2006-01-05T00:00:00.000","341","PETIT LARCENY","321","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","MANHATTAN","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1002105","249501","(null)","(null)","(null)",,"40.85148801","-73.93545809","(40.85148801, -73.93545809)","PATROL BORO MAN NORTH","(null)","45-64","WHITE HISPANIC","M"
"10006880","2006-01-04T00:00:00.000","07:40:00",,"(null)","34","2006-01-04T00:00:00.000","360","(null)","661","LEWDNESS,PUBLIC","COMPLETED","MISDEMEANOR","MANHATTAN","(null)","TRANSIT - NYC SUBWAY","N.Y. TRANSIT POLICE","1","(null)","(null)","(null)","1003844","250988","(null)","(null)","(null)","3","40.85555717","-73.9291699","(40.85555717, -73.9291699)","PATROL BORO MAN NORTH","191 STREET","<18","BLACK HISPANIC","F"
"10006881","2006-01-04T00:00:00.000","19:15:00","2006-01-04T00:00:00.000","19:22:00","40","2006-01-04T00:00:00.000","117","DANGEROUS DRUGS","512","CONTROLLED SUBSTANCE,SALE 1","ATTEMPTED","FELONY","BRONX","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1005713","237323","(null)","(null)","(null)",,"40.81804637","-73.9224574","(40.81804637, -73.9224574)","PATROL BORO BRONX","(null)","(null)","UNKNOWN","M"
"10006884","2006-01-05T00:00:00.000","07:00:00",,"(null)","40","2006-01-05T00:00:00.000","126","MISCELLANEOUS PENAL LAW","198","CRIMINAL CONTEMPT 1","COMPLETED","FELONY","BRONX","OPPOSITE OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1007372","232751","(null)","(null)","(null)",,"40.805495","-73.916477","(40.805495, -73.916477)","PATROL BORO BRONX","(null)","25-44","WHITE HISPANIC","F"
"10006885","2006-01-01T00:00:00.000","20:45:00",,"(null)",,"2006-01-01T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","BRONX","(null)","(null)","N.Y. POLICE DEPT","0","(null)","(null)","(null)",,,"(null)","(null)","(null)",,,,,"(null)","(null)","(null)","UNKNOWN","F"
