"cmplnt_num","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_to_dt","cmplnt_to_tm","addr_pct_cd","rpt_dt","ky_cd","ofns_desc","pd_cd","pd_desc","crm_atpt_cptd_cd","law_cat_cd","boro_nm","loc_of_occur_desc","prem_typ_desc","juris_desc","jurisdiction_code","parks_nm","hadevelopt","housing_psa","x_coord_cd","y_coord_cd","susp_age_group","susp_race","susp_sex","transit_district","latitude","longitude","lat_lon","patrol_boro","station_name","vic_age_group","vic_race","vic_sex"
"10006713","2005-12-29T00:00:00.000","18:15:00",,"(null)","24","2006-01-05T00:00:00.000","109","GRAND LARCENY","415","LARCENY,GRAND FROM PERSON,PICK","COMPLETED","FELONY","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","993469","232259","(null)","(null)","(null)",,"40.80416836","-73.96670008","(40.80416836, -73.96670008)","PATROL BORO MAN NORTH","(null)","25-44","UNKNOWN","F"
"10006715","2006-01-05T00:00:00.000","13:44:00","2006-01-05T00:00:00.000","13:50:00","24","2006-01-05T00:00:00.000","235","DANGEROUS DRUGS","511","CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","994527","231386","(null)","(null)","(null)",,"40.801772","-73.962879","(40.801772, -73.962879)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006717","2006-01-05T00:00:00.000","10:30:00","2006-01-05T00:00:00.000","10:30:00","24","2006-01-05T00:00:00.000","341","PETIT LARCENY","321","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","PARKING LOT/GARAGE (PRIVATE)","N.Y. POLICE DEPT","0","(null)","(null)","(null)","991622","227070","(null)","UNKNOWN","U",,"40.789929","-73.973377","(40.789929, -73.973377)","PATROL BORO MAN NORTH","(null)","45-64","WHITE","M"
"10006719","2006-01-05T00:00:00.000","16:15:00","2006-01-05T00:00:00.000","16:15:00","24","2006-01-05T00:00:00.000","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","994531","230462","<18","BLACK","M",,"40.79923492","-73.96286679","(40.79923492, -73.96286679)","PATROL BORO MAN NORTH","(null)","<18","WHITE","M"
"10006720","2006-01-05T00:00:00.000","14:25:00","2006-01-05T00:00:00.000","14:32:00","24","2006-01-05T00:00:00.000","352","CRIMINAL TRESPASS","205","TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","993740","231823","(null)","(null)","(null)",,"40.802972","-73.96572","(40.802972, -73.96572)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","D"
"10006721","2006-01-05T00:00:00.000","16:40:00","2006-01-05T00:00:00.000","16:45:00","24","2006-01-05T00:00:00.000","113","FORGERY","727","FORGERY,PRESCRIPTION","COMPLETED","FELONY","MANHATTAN","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","991800","228317","(null)","(null)","(null)",,"40.79335023","-73.9727331","(40.79335023, -73.9727331)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006723","2005-12-26T00:00:00.000","00:01:00","2005-12-29T00:00:00.000","10:59:00","24","2006-01-05T00:00:00.000","112","THEFT-FRAUD","739","FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","993086","230792","(null)","UNKNOWN","U",,"40.800144","-73.968085","(40.800144, -73.968085)","PATROL BORO MAN NORTH","(null)","(null)","WHITE","F"
"10006724","2005-11-30T00:00:00.000","00:01:00","2005-11-30T00:00:00.000","00:01:00","24","2006-01-05T00:00:00.000","109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","995379","230615","(null)","UNKNOWN","U",,"40.799655","-73.959802","(40.799655, -73.959802)","PATROL BORO MAN NORTH","(null)","18-24","WHITE","F"
"10006726","2006-01-01T00:00:00.000","22:00:00",,"(null)","25","2006-01-02T00:00:00.000","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","MANHATTAN","FRONT OF","RESIDENCE - PUBLIC HOUSING","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001122","231520","25-44","WHITE HISPANIC","M",,"40.80213","-73.939058","(40.80213, -73.939058)","PATROL BORO MAN NORTH","(null)","25-44","WHITE HISPANIC","F"
"10006727","2006-01-04T00:00:00.000","00:30:00",,"(null)","25","2006-01-04T00:00:00.000","352","CRIMINAL TRESPASS","205","TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","670","1002332","231147","(null)","(null)","(null)",,"40.801105","-73.934685","(40.801105, -73.934685)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006728","2006-01-04T00:00:00.000","16:15:00","2006-01-04T00:00:00.000","16:30:00","25","2006-01-04T00:00:00.000","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","670","1002844","230571","(null)","(null)","(null)",,"40.799522","-73.932838","(40.799522, -73.932838)","PATROL BORO MAN NORTH","(null)","<18","BLACK","F"
"10006731","2006-01-04T00:00:00.000","20:33:00","2006-01-04T00:00:00.000","20:38:00","25","2006-01-04T00:00:00.000","352","CRIMINAL TRESPASS","205","TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","646","1002174","234576","(null)","(null)","(null)",,"40.810515","-73.93525","(40.810515, -73.93525)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006732","2006-01-04T00:00:00.000","21:00:00",,"(null)","25","2006-01-04T00:00:00.000","236","DANGEROUS WEAPONS","782","WEAPONS, POSSESSION, ETC","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","670","1002844","230571","(null)","UNKNOWN","U",,"40.799522","-73.932838","(40.799522, -73.932838)","PATROL BORO MAN NORTH","(null)","(null)","BLACK","F"
"10006734","2006-01-01T00:00:00.000","08:55:00",,"(null)","25","2006-01-04T00:00:00.000","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001980","236230","(null)","(null)","(null)",,"40.815057","-73.935946","(40.815057, -73.935946)","PATROL BORO MAN NORTH","(null)","(null)","BLACK","M"
"10006735","2006-01-04T00:00:00.000","23:15:00",,"(null)","25","2006-01-04T00:00:00.000","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1002275","233608","18-24","BLACK HISPANIC","M",,"40.807857","-73.934885","(40.807857, -73.934885)","PATROL BORO MAN NORTH","(null)","18-24","WHITE HISPANIC","F"
"10006736","2006-01-04T00:00:00.000","23:53:00",,"(null)","25","2006-01-05T00:00:00.000","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","MANHATTAN","REAR OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001756","231618","(null)","(null)","(null)",,"40.80239646","-73.93676832","(40.80239646, -73.93676832)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006738","2006-01-05T00:00:00.000","01:45:00",,"(null)","25","2006-01-05T00:00:00.000","344","ASSAULT 3 & RELATED OFFENSES","113","MENACING,UNCLASSIFIED","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","670","1002332","231147","18-24","BLACK","M",,"40.801105","-73.934685","(40.801105, -73.934685)","PATROL BORO MAN NORTH","(null)","18-24","BLACK","F"
"10006739","2006-01-04T00:00:00.000","06:40:00",,"(null)","25","2006-01-04T00:00:00.000","348","VEHICLE AND TRAFFIC LAWS","916","LEAVING SCENE-ACCIDENT-PERSONA","COMPLETED","MISDEMEANOR","MANHATTAN","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000554","230994","(null)","(null)","(null)",,"40.80069461","-73.94110936","(40.80069461, -73.94110936)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","M"
"10006740","2006-01-05T00:00:00.000","11:00:00","2006-01-05T00:00:00.000","11:51:00","25","2006-01-05T00:00:00.000","236","DANGEROUS WEAPONS","782","WEAPONS, POSSESSION, ETC","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","PUBLIC SCHOOL","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1002690","228820","(null)","(null)","(null)",,"40.794715","-73.933402","(40.794715, -73.933402)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","D"
"10006741","2006-01-05T00:00:00.000","13:00:00","2006-01-05T00:00:00.000","13:15:00","25","2006-01-05T00:00:00.000","105","ROBBERY","397","ROBBERY,OPEN AREA UNCLASSIFIED","ATTEMPTED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","999399","231575","(null)","(null)","(null)",,"40.802284","-73.94528","(40.802284, -73.94528)","PATROL BORO MAN NORTH","(null)","25-44","AMERICAN INDIAN/ALASKAN NATIVE","M"
"10006743","2006-01-05T00:00:00.000","14:55:00",,"(null)","25","2006-01-05T00:00:00.000","235","DANGEROUS DRUGS","511","CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001065","234581","(null)","(null)","(null)",,"40.810533","-73.939256","(40.810533, -73.939256)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006747","2006-01-05T00:00:00.000","20:40:00",,"(null)","25","2006-01-05T00:00:00.000","352","CRIMINAL TRESPASS","205","TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","669","1000962","231758","(null)","(null)","(null)",,"40.802783","-73.939633","(40.802783, -73.939633)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006748","2006-01-05T00:00:00.000","20:15:00","2006-01-05T00:00:00.000","20:15:00","25","2006-01-05T00:00:00.000","352","CRIMINAL TRESPASS","205","TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","646","1001768","234797","(null)","(null)","(null)",,"40.811123","-73.936714","(40.811123, -73.936714)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006749","2006-01-05T00:00:00.000","17:15:00",,"(null)","25","2006-01-05T00:00:00.000","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","MANHATTAN","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1001575","232339","18-24","BLACK","M",,"40.80437576","-73.93742023","(40.80437576, -73.93742023)","PATROL BORO MAN NORTH","(null)","18-24","BLACK","F"
"10006750","2005-12-15T00:00:00.000","15:00:00","2005-12-15T00:00:00.000","16:00:00","25","2006-01-05T00:00:00.000","341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","671","1002441","231360","(null)","(null)","(null)",,"40.801687","-73.934295","(40.801687, -73.934295)","PATROL BORO MAN NORTH","(null)","45-64","WHITE HISPANIC","F"
"10006751","2006-01-03T00:00:00.000","15:30:00","2006-01-03T00:00:00.000","16:00:00","25","2006-01-05T00:00:00.000","341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000971","233884","(null)","(null)","(null)",,"40.808619","-73.939598","(40.808619, -73.939598)","PATROL BORO MAN NORTH","(null)","25-44","BLACK HISPANIC","F"
"10006752","2006-01-05T00:00:00.000","22:07:00",,"(null)","25","2006-01-05T00:00:00.000","117","DANGEROUS DRUGS","503","CONTROLLED SUBSTANCE,INTENT TO","COMPLETED","FELONY","MANHATTAN","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000554","230994","(null)","(null)","(null)",,"40.80069461","-73.94110936","(40.80069461, -73.94110936)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006756","2006-01-02T00:00:00.000","22:30:00",,"(null)","26","2006-01-03T00:00:00.000","116","SEX CRIMES","168","SODOMY 1","COMPLETED","FELONY","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","996351","236132","(null)","BLACK","M",,"40.8148034786258","-73.95628448405","(40.8148034786258, -73.95628448405)","PATROL BORO MAN NORTH","(null)","25-44","BLACK HISPANIC","F"
"10006757","2006-01-02T00:00:00.000","13:45:00","2006-01-02T00:00:00.000","13:46:00","26","2006-01-02T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","997481","235818","25-44","ASIAN / PACIFIC ISLANDER","M",,"40.813933","-73.952199","(40.813933, -73.952199)","PATROL BORO MAN NORTH","(null)","25-44","BLACK","M"
"10006759","2006-01-04T00:00:00.000","09:30:00","2006-01-04T00:00:00.000","09:35:00","26","2006-01-04T00:00:00.000","341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","RESTAURANT/DINER","N.Y. POLICE DEPT","0","(null)","(null)","(null)","996434","235757","(null)","UNKNOWN","U",,"40.813767","-73.955983","(40.813767, -73.955983)","PATROL BORO MAN NORTH","(null)","25-44","BLACK","M"
"10006760","2006-01-03T00:00:00.000","15:40:00","2006-01-03T00:00:00.000","15:40:00","26","2006-01-03T00:00:00.000","110","GRAND LARCENY OF MOTOR VEHICLE","455","LARCENY,GRAND OF TRUCK","COMPLETED","FELONY","MANHATTAN","INSIDE","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","993790","232841","(null)","BLACK","M",,"40.805767","-73.965536","(40.805767, -73.965536)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","D"
"10006761","2006-01-01T00:00:00.000","02:30:00","2006-01-01T00:00:00.000","02:35:00","26","2006-01-01T00:00:00.000","233","SEX CRIMES","175","SEXUAL ABUSE 3,2","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","996351","236132","(null)","WHITE","M",,"40.8148034786258","-73.95628448405","(40.8148034786258, -73.95628448405)","PATROL BORO MAN NORTH","(null)","25-44","WHITE","F"
"10006762","2005-12-27T00:00:00.000","10:30:00","2006-01-04T00:00:00.000","19:00:00","26","2006-01-04T00:00:00.000","109","GRAND LARCENY","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","995881","234277","(null)","(null)","(null)",,"40.809707","-73.957984","(40.809707, -73.957984)","PATROL BORO MAN NORTH","(null)","45-64","WHITE","F"
"10006763","2006-01-03T00:00:00.000","18:50:00","2006-01-03T00:00:00.000","19:10:00","26","2006-01-03T00:00:00.000","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","720","996064","235090","18-24","BLACK","M",,"40.811938","-73.957318","(40.811938, -73.957318)","PATROL BORO MAN NORTH","(null)","18-24","BLACK","F"
"10006766","2006-01-05T00:00:00.000","13:40:00","2006-01-05T00:00:00.000","14:27:00","26","2006-01-05T00:00:00.000","118","DANGEROUS WEAPONS","793","WEAPONS POSSESSION 3","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","730","997083","236928","(null)","(null)","(null)",,"40.81698","-73.953637","(40.81698, -73.953637)","PATROL BORO MAN NORTH","(null)","25-44","BLACK","F"
"10006767","2005-12-12T00:00:00.000","07:30:00","2005-12-12T00:00:00.000","07:40:00","26","2006-01-05T00:00:00.000","109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","MANHATTAN","INSIDE","PRIVATE/PAROCHIAL SCHOOL","N.Y. POLICE DEPT","0","(null)","(null)","(null)","994107","233736","(null)","UNKNOWN","M",,"40.808224","-73.964391","(40.808224, -73.964391)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","D"
"10006769","2006-01-05T00:00:00.000","17:30:00",,"(null)","26","2006-01-05T00:00:00.000","359","OFFENSES AGAINST PUBLIC ADMINI","748","CONTEMPT,CRIMINAL","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","995902","237582","45-64","BLACK","M",,"40.818776","-73.957903","(40.818776, -73.957903)","PATROL BORO MAN NORTH","(null)","45-64","BLACK","F"
"10006770","2006-01-04T00:00:00.000","18:30:00","2006-01-05T00:00:00.000","12:00:00","26","2006-01-05T00:00:00.000","341","PETIT LARCENY","339","LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","993905","234310","(null)","UNKNOWN","U",,"40.809798","-73.965119","(40.809798, -73.965119)","PATROL BORO MAN NORTH","(null)","25-44","WHITE","M"
"10006771","2006-01-05T00:00:00.000","16:30:00","2006-01-05T00:00:00.000","16:40:00","26","2006-01-05T00:00:00.000","109","GRAND LARCENY","419","LARCENY,GRAND FROM PERSON,UNCL","COMPLETED","FELONY","MANHATTAN","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","993603","232499","(null)","BLACK","F",,"40.80482696","-73.96621573","(40.80482696, -73.96621573)","PATROL BORO MAN NORTH","(null)","18-24","BLACK HISPANIC","F"
"10006777","2006-01-05T00:00:00.000","13:00:00","2006-01-05T00:00:00.000","13:00:00","26","2006-01-06T00:00:00.000","109","GRAND LARCENY","401","LARCENY,GRAND BY ACQUIRING LOS","COMPLETED","FELONY","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","995776","237355","(null)","(null)","(null)",,"40.818153","-73.958355","(40.818153, -73.958355)","PATROL BORO MAN NORTH","(null)","45-64","WHITE","M"
"10006779","2005-12-12T00:00:00.000","11:00:00","2005-12-12T00:00:00.000","11:10:00","28","2006-01-03T00:00:00.000","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","PUBLIC BUILDING","N.Y. POLICE DEPT","0","(null)","(null)","(null)","998486","233888","(null)","BLACK HISPANIC","M",,"40.808634","-73.948573","(40.808634, -73.948573)","PATROL BORO MAN NORTH","(null)","25-44","BLACK HISPANIC","M"
"10006780","2006-01-04T00:00:00.000","07:11:00",,"(null)","28","2006-01-04T00:00:00.000","352","CRIMINAL TRESPASS","205","TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","12012","998486","230978","(null)","(null)","(null)",,"40.800647","-73.94858","(40.800647, -73.94858)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006781","2006-01-04T00:00:00.000","16:53:00","2006-01-04T00:00:00.000","16:54:00","28","2006-01-04T00:00:00.000","352","CRIMINAL TRESPASS","205","TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","637","998486","230978","(null)","(null)","(null)",,"40.800647","-73.94858","(40.800647, -73.94858)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006782","2006-01-04T00:00:00.000","23:34:00","2006-01-04T00:00:00.000","23:44:00","28","2006-01-05T00:00:00.000","352","CRIMINAL TRESPASS","205","TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","637","998486","230978","(null)","(null)","(null)",,"40.800647","-73.94858","(40.800647, -73.94858)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006784","2006-01-05T00:00:00.000","19:45:00",,"(null)","28","2006-01-05T00:00:00.000","351","CRIMINAL MISCHIEF & RELATED OF","271","TAMPERING 3,2, CRIMINAL","COMPLETED","MISDEMEANOR","MANHATTAN","REAR OF","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","637","997853","230889","(null)","(null)","(null)",,"40.800405","-73.950864","(40.800405, -73.950864)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006786","2006-01-05T00:00:00.000","15:15:00",,"(null)","28","2006-01-05T00:00:00.000","109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","638","998746","230395","(null)","BLACK","M",,"40.799045","-73.947642","(40.799045, -73.947642)","PATROL BORO MAN NORTH","(null)","45-64","BLACK","F"
"10006788","2006-01-03T00:00:00.000","22:00:00","2006-01-03T00:00:00.000","22:46:00","32","2006-01-03T00:00:00.000","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","748","998674","235156","(null)","(null)","(null)",,"40.812114","-73.947891","(40.812114, -73.947891)","PATROL BORO MAN NORTH","(null)","<18","BLACK","M"
"10006789","2006-01-01T00:00:00.000","09:00:00",,"(null)","32","2006-01-04T00:00:00.000","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN","(null)","RESIDENCE - PUBLIC HOUSING","N.Y. POLICE DEPT","0","(null)","(null)","(null)","999856","234503","(null)","BLACK","M",,"40.81031855","-73.94362441","(40.81031855, -73.94362441)","PATROL BORO MAN NORTH","(null)","<18","BLACK","F"
"10006791","2006-01-04T00:00:00.000","18:35:00",,"(null)","32","2006-01-04T00:00:00.000","105","ROBBERY","388","ROBBERY,RESIDENTIAL COMMON AREA","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000489","236574","(null)","BLACK","M",,"40.816002","-73.941332","(40.816002, -73.941332)","PATROL BORO MAN NORTH","(null)","25-44","WHITE HISPANIC","M"
"10006792","2005-12-29T00:00:00.000","13:30:00","2005-12-29T00:00:00.000","15:30:00","32","2006-01-04T00:00:00.000","107","BURGLARY","221","BURGLARY,RESIDENCE,DAY","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000854","239090","(null)","(null)","(null)",,"40.822909","-73.940006","(40.822909, -73.940006)","PATROL BORO MAN NORTH","(null)","25-44","WHITE","F"
"10006793","2006-01-02T00:00:00.000","22:00:00","2006-01-02T00:00:00.000","23:59:00","32","2006-01-03T00:00:00.000","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","(null)","(null)","(null)","1000980","239318","(null)","UNKNOWN","U",,"40.823533","-73.939551","(40.823533, -73.939551)","PATROL BORO MAN NORTH","(null)","45-64","BLACK","F"
"10006794","2006-01-03T00:00:00.000","12:00:00",,"(null)","32","2006-01-03T00:00:00.000","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","4574","1002113","242932","(null)","BLACK","M",,"40.833452","-73.935448","(40.833452, -73.935448)","PATROL BORO MAN NORTH","(null)","45-64","BLACK","M"
"10006795","2006-01-01T00:00:00.000","04:55:00","2006-01-01T00:00:00.000","05:10:00","32","2006-01-04T00:00:00.000","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","MANHATTAN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","(null)","(null)","702","1000000","238478","(null)","WHITE HISPANIC","M",,"40.821229","-73.943093","(40.821229, -73.943093)","PATROL BORO MAN NORTH","(null)","25-44","WHITE HISPANIC","F"
"10006796","2006-01-05T00:00:00.000","04:15:00","2006-01-05T00:00:00.000","04:26:00","32","2006-01-05T00:00:00.000","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","999358","236472","(null)","(null)","(null)",,"40.81573216","-73.94541995","(40.81573216, -73.94541995)","PATROL BORO MAN NORTH","(null)","(null)","UNKNOWN","E"
"10006797","2006-01-04T00:00:00.000","18:30:00",,"(null)","32","2006-01-04T00:00:00.000","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","MANHATTAN","(null)","STREET","N.Y. POLICE DEPT","0","(null)","(null)","(null)","998031","234924","(null)","BLACK","M",,"40.81147711","-73.95021623","(40.81147711, -73.95021623)","PATROL BORO MAN NORTH","(null)","25-44","UNKNOWN","F"
